origin,destination,total_time_in_train,number_of_trains,total_distance_m,cycling_distance_m,total_cycling_time,total_walking_time,calories_burnt_walking,calories_burnt_cycling,walking_time_h,cycling_time_h
Brixton tube station,St James's Park tube station,27.45,2,6204,7283,25.233333333333334,86.70238095238096,354.0347222222223,206.07222222222222,1.4450396825396827,0.42055555555555557
Brixton tube station,Sloane Square tube station,30.95,2,6556,5814,20.333333333333332,69.21428571428572,282.62500000000006,166.05555555555554,1.1535714285714287,0.33888888888888885
Brixton tube station,Southwark tube station,34.519999999999996,2,9531,5030,18.633333333333333,59.88095238095239,244.5138888888889,152.17222222222222,0.9980158730158731,0.31055555555555553
Brixton tube station,Stockwell tube station,10.98,1,1781,1616,5.383333333333334,19.23809523809524,78.55555555555556,43.963888888888896,0.32063492063492066,0.08972222222222223
Brixton tube station,Tooting Bec tube station,26.72,2,6726,4926,17.383333333333333,58.642857142857146,239.45833333333334,141.96388888888887,0.9773809523809525,0.2897222222222222
Brixton tube station,Vauxhall tube station,12.4,1,3504,3488,12.966666666666667,41.523809523809526,169.55555555555554,105.89444444444445,0.692063492063492,0.21611111111111111
Brixton tube station,Victoria tube station,18.02,1,5303,6245,25.433333333333334,74.3452380952381,303.5763888888889,207.70555555555555,1.2390873015873016,0.42388888888888887
Brixton tube station,Waterloo tube station,32.3,2,9104,6678,23.25,79.5,324.625,189.875,1.325,0.3875
Brixton tube station,Westminster tube station,29.87,2,6817,6471,22.133333333333333,77.03571428571429,314.5625,180.75555555555556,1.2839285714285715,0.3688888888888889
Bromley-by-Bow tube station,Canada Water tube station,31.0,2,6364,7437,31.55,88.53571428571429,361.52083333333337,257.65833333333336,1.4755952380952382,0.5258333333333334
Bromley-by-Bow tube station,Canary Wharf tube station,24.83,1,3509,4358,17.966666666666665,51.88095238095239,211.84722222222226,146.72777777777776,0.8646825396825398,0.2994444444444444
Bromley-by-Bow tube station,Canning Town tube station,23.95,2,3150,5626,22.533333333333335,66.97619047619048,273.48611111111114,184.02222222222224,1.1162698412698413,0.3755555555555556
Bromley-by-Bow tube station,East Ham tube station,14.5,1,4785,6791,28.516666666666666,80.8452380952381,330.1180555555556,232.8861111111111,1.347420634920635,0.47527777777777774
Bromley-by-Bow tube station,Leyton tube station,25.47,2,6383,5300,18.733333333333334,63.095238095238095,257.6388888888889,152.9888888888889,1.0515873015873016,0.31222222222222223
Bromley-by-Bow tube station,Liverpool Street tube station,23.22,1,5504,6085,22.616666666666667,72.44047619047619,295.7986111111111,184.70277777777778,1.2073412698412698,0.37694444444444447
Bromley-by-Bow tube station,Mile End tube station,8.6,1,1665,2075,9.1,24.702380952380956,100.86805555555557,74.31666666666666,0.41170634920634924,0.15166666666666667
Bromley-by-Bow tube station,North Greenwich tube station,29.53,2,5005,12727,49.11666666666667,151.51190476190476,618.6736111111112,401.1194444444444,2.525198412698413,0.8186111111111111
Bromley-by-Bow tube station,Plaistow tube station,16.15,1,2666,3792,15.433333333333334,45.142857142857146,184.33333333333337,126.03888888888889,0.7523809523809525,0.25722222222222224
Bromley-by-Bow tube station,Stepney Green tube station,11.629999999999999,1,2657,3098,12.516666666666667,36.88095238095239,150.59722222222226,102.21944444444446,0.6146825396825398,0.20861111111111114
Bromley-by-Bow tube station,Stratford tube station,22.07,1,3588,2576,10.383333333333333,30.66666666666667,125.22222222222224,84.79722222222222,0.5111111111111112,0.17305555555555555
Bromley-by-Bow tube station,Tower Hill tube station,19.35,1,5401,6091,22.416666666666668,72.51190476190477,296.0902777777778,183.06944444444446,1.2085317460317462,0.3736111111111111
Bromley-by-Bow tube station,Upton Park tube station,12.27,1,3532,5911,23.983333333333334,70.36904761904763,287.3402777777778,195.8638888888889,1.1728174603174606,0.39972222222222226
Bromley-by-Bow tube station,West Ham tube station,10.27,1,1461,3231,13.55,38.464285714285715,157.0625,110.65833333333335,0.6410714285714286,0.22583333333333336
Bromley-by-Bow tube station,Whitechapel tube station,16.55,1,3847,4703,18.083333333333332,55.98809523809525,228.6180555555556,147.68055555555554,0.9331349206349208,0.3013888888888889
Caledonian Road tube station,Camden Town tube station,27.15,1,3082,3080,14.416666666666666,36.666666666666664,149.7222222222222,117.7361111111111,0.611111111111111,0.24027777777777776
Caledonian Road tube station,Cannon Street tube station,37.95,2,6243,5382,18.383333333333333,64.07142857142858,261.62500000000006,150.13055555555556,1.067857142857143,0.3063888888888889
Caledonian Road tube station,Chalk Farm tube station,30.9,2,5656,4006,15.5,47.69047619047619,194.7361111111111,126.58333333333334,0.7948412698412698,0.25833333333333336
Caledonian Road tube station,Chancery Lane tube station,29.37,1,4576,4320,15.666666666666666,51.42857142857143,210.00000000000003,127.94444444444446,0.8571428571428572,0.2611111111111111
Caledonian Road tube station,Charing Cross tube station,26.5,1,5045,5969,22.983333333333334,71.05952380952381,290.15972222222223,187.69722222222225,1.1843253968253968,0.3830555555555556
Caledonian Road tube station,Covent Garden tube station,18.18,1,4271,5033,21.333333333333332,59.91666666666667,244.65972222222226,174.2222222222222,0.9986111111111112,0.3555555555555555
Caledonian Road tube station,Edgware Road tube station,34.72,2,5706,6616,28.083333333333332,78.76190476190477,321.61111111111114,229.34722222222223,1.312698412698413,0.46805555555555556
Caledonian Road tube station,Embankment tube station,30.38,1,5334,6400,23.516666666666666,76.19047619047619,311.1111111111111,192.05277777777778,1.2698412698412698,0.39194444444444443
Caledonian Road tube station,Euston tube station,25.93,1,3144,3127,13.866666666666667,37.22619047619048,152.00694444444449,113.24444444444445,0.6204365079365081,0.23111111111111113
Caledonian Road tube station,Euston Square tube station,23.9,2,3208,3336,12.033333333333333,39.714285714285715,162.16666666666666,98.27222222222221,0.6619047619047619,0.20055555555555554
Caledonian Road tube station,Farringdon tube station,32.519999999999996,2,4539,3654,12.283333333333333,43.5,177.625,100.31388888888888,0.725,0.20472222222222222
Caledonian Road tube station,Finchley Road tube station,36.47,1,7461,6481,25.366666666666667,77.15476190476191,315.04861111111114,207.16111111111113,1.2859126984126985,0.4227777777777778
Caledonian Road tube station,Finsbury Park tube station,12.15,1,2239,2700,9.55,32.142857142857146,131.25000000000003,77.99166666666667,0.5357142857142858,0.15916666666666668
Caledonian Road tube station,Goodge Street tube station,29.53,1,3973,3994,15.266666666666667,47.54761904761905,194.1527777777778,124.67777777777779,0.7924603174603175,0.2544444444444445
Caledonian Road tube station,Great Portland Street tube station,25.9,2,3804,4912,18.916666666666668,58.47619047619048,238.7777777777778,154.48611111111114,0.9746031746031747,0.3152777777777778
Caledonian Road tube station,Green Park tube station,21.8,1,5729,6362,25.7,75.73809523809524,309.26388888888886,209.88333333333333,1.2623015873015873,0.42833333333333334
Caledonian Road tube station,Hampstead tube station,39.58,2,8113,6033,29.066666666666666,71.82142857142858,293.27083333333337,237.3777777777778,1.1970238095238097,0.48444444444444446
Caledonian Road tube station,Highbury & Islington tube station,17.6,1,1648,1421,4.883333333333334,16.916666666666668,69.07638888888889,39.88055555555556,0.28194444444444444,0.0813888888888889
Caledonian Road tube station,Highgate tube station,46.13,2,12853,5671,24.516666666666666,67.51190476190476,275.6736111111111,200.21944444444443,1.1251984126984127,0.4086111111111111
Caledonian Road tube station,Holborn tube station,17.58,1,3691,4317,16.466666666666665,51.392857142857146,209.85416666666669,134.47777777777776,0.8565476190476191,0.27444444444444444
Caledonian Road tube station,Holloway Road tube station,10.07,1,779,841,2.8,10.011904761904763,40.88194444444445,22.866666666666664,0.16686507936507938,0.04666666666666666
Caledonian Road tube station,King's Cross St Pancras tube station,13.87,1,2294,2564,9.083333333333334,30.523809523809526,124.63888888888891,74.18055555555556,0.5087301587301588,0.1513888888888889
Caledonian Road tube station,Leicester Square tube station,20.9,1,4609,5197,19.733333333333334,61.86904761904762,252.63194444444449,161.15555555555557,1.0311507936507938,0.3288888888888889
Caledonian Road tube station,Liverpool Street tube station,37.269999999999996,2,6857,6039,19.533333333333335,71.89285714285714,293.5625,159.52222222222224,1.1982142857142857,0.3255555555555556
Caledonian Road tube station,Manor House tube station,14.05,1,3195,3736,13.7,44.47619047619048,181.61111111111114,111.88333333333334,0.7412698412698414,0.22833333333333333
Caledonian Road tube station,Mansion House tube station,38.57,2,6330,5154,18.1,61.35714285714286,250.5416666666667,147.8166666666667,1.0226190476190478,0.3016666666666667
Caledonian Road tube station,Marble Arch tube station,33.43,2,6390,6250,25.766666666666666,74.40476190476191,303.81944444444446,210.42777777777775,1.2400793650793651,0.4294444444444444
Caledonian Road tube station,Marylebone tube station,39.08,2,8309,6617,25.466666666666665,78.77380952380953,321.6597222222223,207.97777777777776,1.3128968253968256,0.4244444444444444
Caledonian Road tube station,Monument tube station,35.879999999999995,2,6177,5543,18.7,65.98809523809524,269.4513888888889,152.71666666666667,1.0998015873015874,0.31166666666666665
Caledonian Road tube station,Moorgate tube station,33.33,2,5540,5311,16.85,63.22619047619048,258.17361111111114,137.60833333333335,1.0537698412698413,0.2808333333333334
Caledonian Road tube station,Mornington Crescent tube station,36.8,2,7673,2941,13.333333333333334,35.011904761904766,142.9652777777778,108.8888888888889,0.5835317460317461,0.22222222222222224
Caledonian Road tube station,Old Street tube station,33.9,1,4938,4868,14.8,57.952380952380956,236.63888888888889,120.86666666666667,0.9658730158730159,0.24666666666666667
Caledonian Road tube station,Oxford Circus tube station,30.77,2,9103,5182,21.016666666666666,61.69047619047619,251.90277777777774,171.6361111111111,1.028174603174603,0.35027777777777774
Caledonian Road tube station,Piccadilly Circus tube station,18.17,1,5022,5459,20.483333333333334,64.98809523809524,265.3680555555556,167.28055555555557,1.0831349206349208,0.3413888888888889
Caledonian Road tube station,Regent's Park tube station,29.03,2,3959,5246,21.5,62.452380952380956,255.0138888888889,175.58333333333334,1.040873015873016,0.35833333333333334
Caledonian Road tube station,Russell Square tube station,16.42,1,3049,3554,12.783333333333333,42.30952380952382,172.7638888888889,104.39722222222223,0.7051587301587303,0.21305555555555555
Caledonian Road tube station,St John's Wood tube station,41.02,2,10725,6117,24.316666666666666,72.82142857142858,297.3541666666667,198.5861111111111,1.2136904761904763,0.4052777777777778
Caledonian Road tube station,St Paul's tube station,33.519999999999996,2,5318,5044,16.033333333333335,60.04761904761905,245.19444444444446,130.9388888888889,1.0007936507936508,0.26722222222222225
Caledonian Road tube station,Swiss Cottage tube station,42.72,2,11677,5314,21.583333333333332,63.261904761904766,258.31944444444446,176.26388888888889,1.0543650793650794,0.3597222222222222
Caledonian Road tube station,Temple tube station,30.55,1,4643,5351,18.983333333333334,63.702380952380956,260.11805555555554,155.03055555555557,1.0617063492063492,0.3163888888888889
Caledonian Road tube station,Tottenham Court Road tube station,27.47,1,4357,4806,19.183333333333334,57.214285714285715,233.625,156.6638888888889,0.9535714285714286,0.31972222222222224
Caledonian Road tube station,Turnpike Lane tube station,17.33,1,5415,5867,19.45,69.8452380952381,285.2013888888889,158.84166666666667,1.1640873015873017,0.32416666666666666
Caledonian Road tube station,Warren Street tube station,31.52,2,8297,4337,16.983333333333334,51.63095238095239,210.8263888888889,138.69722222222222,0.8605158730158731,0.28305555555555556
Camden Town tube station,Cannon Street tube station,25.38,1,7327,6523,26.25,77.65476190476191,317.09027777777777,214.375,1.2942460317460318,0.4375
Camden Town tube station,Chalk Farm tube station,7.13,1,992,953,3.15,11.345238095238097,46.32638888888889,25.724999999999998,0.1890873015873016,0.0525
Camden Town tube station,Chancery Lane tube station,34.269999999999996,2,4825,4964,20.916666666666668,59.095238095238095,241.30555555555554,170.81944444444446,0.9849206349206349,0.34861111111111115
Camden Town tube station,Charing Cross tube station,19.53,1,4531,4541,18.55,54.05952380952382,220.7430555555556,151.49166666666667,0.9009920634920636,0.3091666666666667
Camden Town tube station,Covent Garden tube station,22.27,1,4095,4315,19.3,51.36904761904762,209.75694444444446,157.61666666666667,0.8561507936507937,0.32166666666666666
Camden Town tube station,Edgware Road tube station,33.95,2,6168,4544,17.983333333333334,54.095238095238095,220.88888888888889,146.86388888888888,0.9015873015873016,0.2997222222222222
Camden Town tube station,Embankment tube station,18.6,1,4543,4917,20.0,58.53571428571429,239.02083333333334,163.33333333333331,0.9755952380952382,0.3333333333333333
Camden Town tube station,Euston tube station,11.57,1,1719,1780,10.25,21.190476190476193,86.52777777777779,83.70833333333333,0.3531746031746032,0.17083333333333334
Camden Town tube station,Euston Square tube station,16.57,1,2415,2885,12.566666666666666,34.345238095238095,140.24305555555554,102.62777777777777,0.5724206349206349,0.20944444444444443
Camden Town tube station,Farringdon tube station,33.55,2,6177,4796,20.15,57.095238095238095,233.13888888888889,164.55833333333334,0.9515873015873015,0.3358333333333333
Camden Town tube station,Finchley Road tube station,31.0,1,5434,3633,13.033333333333333,43.25,176.60416666666666,106.4388888888889,0.7208333333333333,0.21722222222222223
Camden Town tube station,Finsbury Park tube station,27.22,2,6872,4701,16.266666666666666,55.964285714285715,228.52083333333334,132.84444444444443,0.9327380952380953,0.2711111111111111
Camden Town tube station,Goodge Street tube station,13.95,1,2748,2842,12.25,33.833333333333336,138.15277777777777,100.04166666666667,0.5638888888888889,0.20416666666666666
Camden Town tube station,Great Portland Street tube station,20.17,1,2680,2063,10.566666666666666,24.55952380952381,100.28472222222221,86.29444444444444,0.4093253968253968,0.1761111111111111
Camden Town tube station,Green Park tube station,26.5,2,4471,4290,20.55,51.07142857142858,208.54166666666669,167.82500000000002,0.8511904761904763,0.3425
Camden Town tube station,Hampstead tube station,15.82,1,3449,3403,17.6,40.511904761904766,165.42361111111111,143.73333333333332,0.6751984126984127,0.29333333333333333
Camden Town tube station,Highbury & Islington tube station,18.369999999999997,1,3117,3946,16.916666666666668,46.97619047619048,191.81944444444446,138.15277777777777,0.782936507936508,0.28194444444444444
Camden Town tube station,Highgate tube station,15.37,1,4691,4951,23.4,58.94047619047619,240.6736111111111,191.09999999999997,0.9823412698412698,0.38999999999999996
Camden Town tube station,Holborn tube station,26.83,1,4036,4329,18.616666666666667,51.53571428571429,210.4375,152.0361111111111,0.8589285714285715,0.31027777777777776
Camden Town tube station,Holloway Road tube station,32.93,1,4111,4229,14.55,50.345238095238095,205.57638888888889,118.82500000000002,0.8390873015873016,0.24250000000000002
Camden Town tube station,Hyde Park Corner tube station,33.730000000000004,2,5952,6776,24.366666666666667,80.66666666666667,329.3888888888889,198.99444444444447,1.3444444444444446,0.40611111111111114
Camden Town tube station,Kentish Town tube station,10.83,1,1392,1419,6.066666666666666,16.892857142857146,68.97916666666669,49.544444444444444,0.2815476190476191,0.10111111111111111
Camden Town tube station,Kilburn tube station,33.6,1,6582,6106,21.116666666666667,72.69047619047619,296.8194444444444,172.45277777777778,1.2115079365079364,0.35194444444444445
Camden Town tube station,Kilburn Park tube station,47.4,2,12167,4904,16.983333333333334,58.38095238095239,238.3888888888889,138.69722222222222,0.9730158730158731,0.28305555555555556
Camden Town tube station,King's Cross St Pancras tube station,16.42,1,2788,2621,12.25,31.202380952380956,127.40972222222223,100.04166666666667,0.5200396825396826,0.20416666666666666
Camden Town tube station,Knightsbridge tube station,33.92,2,6435,7329,26.4,87.25,356.2708333333333,215.6,1.4541666666666666,0.44
Camden Town tube station,Lambeth North tube station,30.12,1,5905,6222,25.766666666666666,74.07142857142858,302.4583333333334,210.42777777777775,1.2345238095238098,0.4294444444444444
Camden Town tube station,Lancaster Gate tube station,34.6,2,6354,6295,21.8,74.94047619047619,306.00694444444446,178.03333333333333,1.2490079365079365,0.36333333333333334
Camden Town tube station,Leicester Square tube station,19.1,1,3821,4045,16.716666666666665,48.15476190476191,196.63194444444449,136.51944444444445,0.8025793650793652,0.2786111111111111
Camden Town tube station,Liverpool Street tube station,27.03,1,6694,7152,28.916666666666668,85.14285714285714,347.66666666666663,236.15277777777777,1.419047619047619,0.48194444444444445
Camden Town tube station,Maida Vale tube station,43.13,2,11215,4269,15.266666666666667,50.82142857142858,207.52083333333337,124.67777777777779,0.8470238095238096,0.2544444444444445
Camden Town tube station,Manor House tube station,38.230000000000004,2,8013,5737,20.416666666666668,68.29761904761905,278.88194444444446,166.73611111111111,1.1382936507936507,0.3402777777777778
Camden Town tube station,Mansion House tube station,27.68,1,7481,6295,25.966666666666665,74.94047619047619,306.00694444444446,212.0611111111111,1.2490079365079365,0.43277777777777776
Camden Town tube station,Marble Arch tube station,33.67,2,5248,4423,19.516666666666666,52.65476190476191,215.00694444444446,159.38611111111112,0.8775793650793652,0.3252777777777778
Camden Town tube station,Marylebone tube station,37.0,2,5608,4297,14.3,51.15476190476191,208.88194444444446,116.78333333333333,0.8525793650793652,0.23833333333333334
Camden Town tube station,Monument tube station,21.9,1,7064,6684,26.566666666666666,79.57142857142858,324.9166666666667,216.9611111111111,1.3261904761904764,0.44277777777777777
Camden Town tube station,Moorgate tube station,19.9,1,6271,6424,26.233333333333334,76.47619047619047,312.27777777777777,214.2388888888889,1.2746031746031745,0.43722222222222223
Camden Town tube station,Mornington Crescent tube station,9.030000000000001,1,796,863,5.316666666666666,10.273809523809524,41.95138888888889,43.419444444444444,0.17123015873015873,0.08861111111111111
Camden Town tube station,Old Street tube station,20.25,1,5683,5982,24.183333333333334,71.21428571428572,290.79166666666674,197.49722222222223,1.1869047619047621,0.40305555555555556
Camden Town tube station,Oxford Circus tube station,24.35,1,4014,3110,15.866666666666667,37.023809523809526,151.18055555555557,129.57777777777778,0.6170634920634921,0.2644444444444444
Camden Town tube station,Paddington tube station,32.65,2,6724,5695,19.816666666666666,67.79761904761905,276.84027777777777,161.8361111111111,1.1299603174603174,0.3302777777777778
Camden Town tube station,Piccadilly Circus tube station,24.87,1,4231,4307,17.466666666666665,51.273809523809526,209.36805555555557,142.64444444444445,0.8545634920634921,0.2911111111111111
Camden Town tube station,Queen's Park tube station,41.05,1,7882,5722,19.933333333333334,68.11904761904762,278.15277777777777,162.7888888888889,1.1353174603174603,0.33222222222222225
Camden Town tube station,Queensway tube station,37.879999999999995,2,7351,6472,22.783333333333335,77.04761904761905,314.61111111111114,186.0638888888889,1.2841269841269842,0.37972222222222224
Camden Town tube station,Regent's Park tube station,21.93,1,2790,2112,13.366666666666667,25.142857142857146,102.66666666666669,109.16111111111113,0.4190476190476191,0.2227777777777778
Camden Town tube station,Royal Oak tube station,35.68,2,7641,4857,18.85,57.82142857142858,236.10416666666669,153.9416666666667,0.9636904761904763,0.3141666666666667
Camden Town tube station,Russell Square tube station,23.57,1,2549,3601,15.983333333333333,42.86904761904762,175.04861111111111,130.53055555555557,0.714484126984127,0.2663888888888889
Camden Town tube station,St James's Park tube station,31.12,2,5830,5929,23.5,70.58333333333333,288.2152777777777,191.91666666666666,1.1763888888888887,0.39166666666666666
Camden Town tube station,St John's Wood tube station,51.38,2,16836,3167,11.3,37.702380952380956,153.9513888888889,92.28333333333335,0.628373015873016,0.18833333333333335
Camden Town tube station,St Paul's tube station,32.519999999999996,1,7488,6320,25.166666666666668,75.23809523809524,307.22222222222223,205.52777777777777,1.253968253968254,0.41944444444444445
Camden Town tube station,Southwark tube station,29.85,1,5964,6650,27.583333333333332,79.16666666666667,323.26388888888886,225.26388888888889,1.3194444444444444,0.4597222222222222
Camden Town tube station,Swiss Cottage tube station,28.83,1,3374,2903,10.533333333333333,34.55952380952382,141.1180555555556,86.02222222222221,0.5759920634920637,0.17555555555555555
Camden Town tube station,Temple tube station,28.9,1,5304,6493,26.85,77.29761904761905,315.63194444444446,219.275,1.2882936507936509,0.4475
Camden Town tube station,Tottenham Court Road tube station,16.630000000000003,1,3253,4056,18.3,48.28571428571429,197.1666666666667,149.45,0.8047619047619049,0.305
Camden Town tube station,Tufnell Park tube station,11.1,1,2088,2111,8.483333333333333,25.130952380952383,102.61805555555556,69.28055555555555,0.41884920634920636,0.14138888888888887
Camden Town tube station,Victoria tube station,29.43,2,5600,8837,35.4,105.20238095238096,429.5763888888889,289.09999999999997,1.753373015873016,0.59
Camden Town tube station,Warren Street tube station,13.12,1,2195,2569,12.433333333333334,30.583333333333336,124.88194444444446,101.53888888888889,0.5097222222222223,0.20722222222222222
Camden Town tube station,Warwick Avenue tube station,44.05,2,10477,4038,14.833333333333334,48.07142857142858,196.29166666666669,121.1388888888889,0.8011904761904762,0.24722222222222223
Camden Town tube station,Waterloo tube station,22.2,1,5380,5718,23.133333333333333,68.07142857142858,277.95833333333337,188.92222222222222,1.1345238095238097,0.38555555555555554
Camden Town tube station,West Hampstead tube station,27.77,1,5657,5048,20.5,60.095238095238095,245.38888888888889,167.41666666666666,1.0015873015873016,0.3416666666666667
Camden Town tube station,Westbourne Park tube station,35.78,2,8637,5896,22.633333333333333,70.19047619047619,286.61111111111114,184.8388888888889,1.16984126984127,0.37722222222222224
Camden Town tube station,Westminster tube station,29.03,1,5312,5480,23.05,65.23809523809524,266.3888888888889,188.24166666666667,1.0873015873015874,0.38416666666666666
Canada Water tube station,Canary Wharf tube station,12.85,1,2671,3479,18.35,41.416666666666664,169.11805555555554,149.85833333333335,0.6902777777777778,0.30583333333333335
Canada Water tube station,Canning Town tube station,16.52,1,5772,6962,29.616666666666667,82.88095238095238,338.43055555555554,241.86944444444444,1.3813492063492063,0.4936111111111111
Canada Water tube station,Cannon Street tube station,26.6,1,4342,4276,15.3,50.90476190476191,207.86111111111114,124.95,0.8484126984126985,0.255
Canada Water tube station,Chancery Lane tube station,42.43,2,11508,6196,22.85,73.76190476190477,301.1944444444445,186.60833333333335,1.2293650793650797,0.38083333333333336
Canada Water tube station,Elephant & Castle tube station,31.2,2,5048,4351,15.916666666666666,51.79761904761905,211.50694444444446,129.98611111111111,0.8632936507936508,0.2652777777777778
Canada Water tube station,Farringdon tube station,35.25,2,6512,5726,21.283333333333335,68.16666666666667,278.3472222222223,173.81388888888893,1.1361111111111113,0.35472222222222227
Canada Water tube station,Kennington tube station,30.92,2,5890,5493,19.033333333333335,65.39285714285715,267.02083333333337,155.4388888888889,1.0898809523809525,0.31722222222222224
Canada Water tube station,Lambeth North tube station,24.37,1,5572,5400,22.616666666666667,64.28571428571429,262.50000000000006,184.70277777777778,1.0714285714285716,0.37694444444444447
Canada Water tube station,Liverpool Street tube station,34.67,2,5429,4717,18.316666666666666,56.15476190476191,229.29861111111114,149.5861111111111,0.9359126984126985,0.30527777777777776
Canada Water tube station,London Bridge tube station,13.97,1,3425,3206,11.133333333333333,38.166666666666664,155.8472222222222,90.92222222222222,0.6361111111111111,0.18555555555555556
Canada Water tube station,Mansion House tube station,34.03,2,5928,4253,15.35,50.63095238095239,206.74305555555557,125.35833333333332,0.8438492063492065,0.2558333333333333
Canada Water tube station,Mile End tube station,29.47,2,5083,5729,22.6,68.20238095238095,278.49305555555554,184.5666666666667,1.1367063492063492,0.3766666666666667
Canada Water tube station,Monument tube station,23.67,1,4084,3845,14.516666666666667,45.773809523809526,186.90972222222223,118.55277777777779,0.7628968253968255,0.24194444444444446
Canada Water tube station,Moorgate tube station,28.95,2,5043,4746,18.1,56.5,230.70833333333334,147.8166666666667,0.9416666666666667,0.3016666666666667
Canada Water tube station,North Greenwich tube station,17.1,1,4434,8429,25.883333333333333,100.3452380952381,409.74305555555554,211.38055555555556,1.672420634920635,0.4313888888888889
Canada Water tube station,Old Street tube station,33.28,1,5016,5528,21.783333333333335,65.80952380952381,268.72222222222223,177.89722222222224,1.096825396825397,0.3630555555555556
Canada Water tube station,Oval tube station,33.2,2,6724,6220,21.55,74.04761904761905,302.36111111111114,175.99166666666667,1.2341269841269842,0.3591666666666667
Canada Water tube station,St Paul's tube station,41.92,2,12280,4923,18.466666666666665,58.60714285714286,239.31250000000003,150.8111111111111,0.9767857142857144,0.30777777777777776
Canada Water tube station,Southwark tube station,15.58,1,4477,4555,18.483333333333334,54.22619047619048,221.42361111111114,150.94722222222222,0.9037698412698414,0.3080555555555556
Canada Water tube station,Stepney Green tube station,26.75,2,3962,6148,22.516666666666666,73.19047619047619,298.8611111111111,183.8861111111111,1.2198412698412697,0.37527777777777777
Canada Water tube station,Temple tube station,31.72,2,7519,5759,22.283333333333335,68.55952380952381,279.95138888888886,181.98055555555558,1.14265873015873,0.37138888888888894
Canada Water tube station,Tower Hill tube station,27.52,2,3234,3297,12.433333333333334,39.25,160.27083333333334,101.53888888888889,0.6541666666666667,0.20722222222222222
Canada Water tube station,Waterloo tube station,16.43,1,4965,5539,21.616666666666667,65.94047619047619,269.25694444444446,176.53611111111113,1.0990079365079366,0.3602777777777778
Canada Water tube station,Whitechapel tube station,16.630000000000003,1,2997,5366,20.866666666666667,63.88095238095239,260.84722222222223,170.41111111111113,1.0646825396825397,0.3477777777777778
Canary Wharf tube station,Canning Town tube station,14.43,1,3509,3890,17.316666666666666,46.30952380952382,189.09722222222226,141.41944444444442,0.771825396825397,0.2886111111111111
Canary Wharf tube station,Cannon Street tube station,25.33,1,5965,5944,25.9,70.76190476190477,288.9444444444445,211.51666666666665,1.1793650793650796,0.43166666666666664
Canary Wharf tube station,Liverpool Street tube station,23.07,1,6153,5900,25.366666666666667,70.23809523809524,286.80555555555554,207.16111111111113,1.1706349206349207,0.4227777777777778
Canary Wharf tube station,London Bridge tube station,15.83,1,5881,6580,28.183333333333334,78.33333333333333,319.86111111111114,230.1638888888889,1.3055555555555556,0.4697222222222222
Canary Wharf tube station,Mile End tube station,30.3,1,4395,3429,13.266666666666667,40.82142857142857,166.68749999999997,108.34444444444445,0.6803571428571428,0.22111111111111112
Canary Wharf tube station,Monument tube station,22.63,1,5869,5901,26.05,70.25,286.8541666666667,212.74166666666667,1.1708333333333334,0.4341666666666667
Canary Wharf tube station,North Greenwich tube station,15.02,1,2170,8110,32.36666666666667,96.54761904761905,394.23611111111114,264.3277777777778,1.6091269841269842,0.5394444444444445
Canary Wharf tube station,Plaistow tube station,34.629999999999995,2,6445,6053,23.7,72.05952380952381,294.24305555555554,193.54999999999998,1.2009920634920634,0.39499999999999996
Canary Wharf tube station,Stepney Green tube station,26.23,2,5023,4208,15.883333333333333,50.095238095238095,204.55555555555557,129.71388888888887,0.834920634920635,0.2647222222222222
Canary Wharf tube station,Stratford tube station,19.95,1,6761,6736,23.5,80.19047619047619,327.4444444444444,191.91666666666666,1.3365079365079364,0.39166666666666666
Canary Wharf tube station,Tower Hill tube station,28.72,1,5019,4912,22.466666666666665,58.47619047619048,238.7777777777778,183.47777777777776,0.9746031746031747,0.3744444444444444
Canary Wharf tube station,West Ham tube station,16.67,1,5065,4733,17.516666666666666,56.345238095238095,230.07638888888889,143.05277777777778,0.9390873015873016,0.29194444444444445
Canary Wharf tube station,Whitechapel tube station,16.55,1,3948,4929,21.633333333333333,58.67857142857143,239.60416666666669,176.67222222222222,0.9779761904761906,0.3605555555555556
Canning Town tube station,East Ham tube station,26.3,2,5318,5884,23.0,70.04761904761905,286.02777777777777,187.83333333333334,1.1674603174603175,0.38333333333333336
Canning Town tube station,Leyton tube station,26.17,2,5412,8892,31.683333333333334,105.85714285714286,432.25000000000006,258.74722222222226,1.7642857142857145,0.5280555555555556
Canning Town tube station,Mile End tube station,25.4,2,6299,5726,21.366666666666667,68.16666666666667,278.3472222222223,174.49444444444444,1.1361111111111113,0.3561111111111111
Canning Town tube station,North Greenwich tube station,14.72,1,2086,9989,37.8,118.91666666666667,485.5763888888889,308.7,1.9819444444444445,0.63
Canning Town tube station,Plaistow tube station,30.72,1,3619,4096,17.516666666666666,48.761904761904766,199.11111111111114,143.05277777777778,0.8126984126984128,0.29194444444444445
Canning Town tube station,Stepney Green tube station,29.62,2,5758,6505,23.983333333333334,77.44047619047619,316.21527777777777,195.8638888888889,1.2906746031746033,0.39972222222222226
Canning Town tube station,Stratford tube station,14.27,1,3515,5072,20.05,60.38095238095239,246.5555555555556,163.74166666666667,1.0063492063492065,0.33416666666666667
Canning Town tube station,Upton Park tube station,24.07,2,4066,4670,19.316666666666666,55.595238095238095,227.01388888888889,157.75277777777777,0.9265873015873016,0.3219444444444444
