origin,destination,total_time_in_train,number_of_trains,total_distance_m,cycling_distance_m,total_cycling_time,total_walking_time,calories_burnt_walking,calories_burnt_cycling,walking_time_h,cycling_time_h
Old Street tube station,Whitechapel tube station,25.0,1,2433,3104,11.966666666666667,36.952380952380956,150.88888888888889,97.72777777777779,0.6158730158730159,0.19944444444444445
Oval tube station,Oxford Circus tube station,28.1,1,5524,6139,24.0,73.08333333333333,298.4236111111111,196.0,1.2180555555555554,0.4
Oval tube station,Piccadilly Circus tube station,25.92,1,4629,5188,20.266666666666666,61.761904761904766,252.19444444444449,165.51111111111112,1.0293650793650795,0.3377777777777778
Oval tube station,Pimlico tube station,23.42,1,2115,1806,7.55,21.5,87.79166666666667,61.65833333333333,0.35833333333333334,0.12583333333333332
Oval tube station,Russell Square tube station,33.129999999999995,1,6137,5812,21.916666666666668,69.19047619047619,282.52777777777777,178.98611111111111,1.153174603174603,0.3652777777777778
Oval tube station,St James's Park tube station,29.1,2,4746,4106,15.1,48.88095238095239,199.59722222222226,123.31666666666666,0.8146825396825398,0.25166666666666665
Oval tube station,St Paul's tube station,29.02,1,4828,4536,18.516666666666666,54.0,220.5,151.21944444444443,0.9,0.3086111111111111
Oval tube station,Sloane Square tube station,36.35,2,6745,4058,16.05,48.30952380952382,197.2638888888889,131.07500000000002,0.8051587301587303,0.2675
Oval tube station,South Kensington tube station,36.269999999999996,2,7925,5359,22.433333333333334,63.79761904761905,260.50694444444446,183.20555555555555,1.0632936507936508,0.3738888888888889
Oval tube station,Southwark tube station,24.4,1,3559,2901,12.316666666666666,34.53571428571429,141.02083333333334,100.58611111111111,0.5755952380952382,0.20527777777777778
Oval tube station,Stockwell tube station,10.68,1,1375,1427,5.483333333333333,16.988095238095237,69.36805555555556,44.78055555555556,0.28313492063492063,0.0913888888888889
Oval tube station,Temple tube station,27.08,1,4184,4688,17.3,55.80952380952382,227.8888888888889,141.28333333333333,0.9301587301587303,0.28833333333333333
Oval tube station,Tottenham Court Road tube station,19.55,1,4727,5303,20.95,63.13095238095239,257.78472222222223,171.09166666666667,1.0521825396825397,0.3491666666666667
Oval tube station,Tower Hill tube station,36.47,2,5304,5094,18.533333333333335,60.642857142857146,247.625,151.35555555555558,1.0107142857142857,0.30888888888888894
Oval tube station,Victoria tube station,24.9,1,3087,3058,15.35,36.404761904761905,148.65277777777777,125.35833333333332,0.6067460317460317,0.2558333333333333
Oval tube station,Waterloo tube station,16.630000000000003,1,2976,3501,13.116666666666667,41.67857142857143,170.18750000000003,107.11944444444445,0.6946428571428572,0.21861111111111112
Oval tube station,Westminster tube station,27.22,1,4192,3294,12.0,39.214285714285715,160.125,98.0,0.6535714285714286,0.2
Oxford Circus tube station,Paddington tube station,16.77,1,3491,3720,16.866666666666667,44.28571428571429,180.83333333333337,137.74444444444447,0.7380952380952382,0.28111111111111114
Oxford Circus tube station,Piccadilly Circus tube station,6.12,1,907,909,2.566666666666667,10.821428571428573,44.18750000000001,20.961111111111112,0.18035714285714288,0.04277777777777778
Oxford Circus tube station,Pimlico tube station,13.77,1,3527,4286,14.383333333333333,51.023809523809526,208.34722222222223,117.46388888888889,0.8503968253968254,0.23972222222222223
Oxford Circus tube station,Queen's Park tube station,25.0,1,6727,6737,28.466666666666665,80.20238095238096,327.4930555555556,232.47777777777776,1.3367063492063493,0.4744444444444444
Oxford Circus tube station,Queensway tube station,14.57,1,3421,5056,18.266666666666666,60.19047619047619,245.77777777777777,149.17777777777775,1.0031746031746032,0.3044444444444444
Oxford Circus tube station,Regent's Park tube station,12.27,1,1261,1513,8.883333333333333,18.011904761904763,73.54861111111111,72.54722222222222,0.3001984126984127,0.14805555555555555
Oxford Circus tube station,Royal Oak tube station,29.58,1,5073,4505,20.166666666666668,53.63095238095239,218.99305555555557,164.69444444444446,0.8938492063492064,0.33611111111111114
Oxford Circus tube station,Russell Square tube station,22.47,1,2279,2805,10.116666666666667,33.392857142857146,136.35416666666669,82.61944444444445,0.5565476190476191,0.16861111111111113
Oxford Circus tube station,St James's Park tube station,20.619999999999997,2,3172,3206,10.383333333333333,38.166666666666664,155.8472222222222,84.79722222222222,0.6361111111111111,0.17305555555555555
Oxford Circus tube station,St John's Wood tube station,22.62,1,4405,4920,22.783333333333335,58.57142857142858,239.16666666666669,186.0638888888889,0.9761904761904763,0.37972222222222224
Oxford Circus tube station,St Paul's tube station,15.67,1,3213,4445,14.783333333333333,52.916666666666664,216.07638888888889,120.73055555555555,0.8819444444444444,0.24638888888888888
Oxford Circus tube station,Sloane Square tube station,24.97,2,3514,3726,14.033333333333333,44.35714285714286,181.125,114.60555555555555,0.7392857142857143,0.2338888888888889
Oxford Circus tube station,South Kensington tube station,26.32,2,4308,4415,17.183333333333334,52.55952380952382,214.61805555555557,140.33055555555558,0.8759920634920636,0.2863888888888889
Oxford Circus tube station,Southwark tube station,21.48,1,3382,4408,15.166666666666666,52.47619047619048,214.2777777777778,123.8611111111111,0.8746031746031747,0.25277777777777777
Oxford Circus tube station,Stockwell tube station,16.27,1,5825,7075,23.566666666666666,84.22619047619047,343.9236111111111,192.4611111111111,1.4037698412698412,0.3927777777777778
Oxford Circus tube station,Swiss Cottage tube station,24.32,1,5358,5459,24.9,64.98809523809524,265.3680555555556,203.35,1.0831349206349208,0.415
Oxford Circus tube station,Temple tube station,22.2,1,2733,2925,9.833333333333334,34.82142857142857,142.18749999999997,80.30555555555556,0.5803571428571428,0.1638888888888889
Oxford Circus tube station,Tottenham Court Road tube station,8.73,1,845,1593,6.416666666666667,18.964285714285715,77.43750000000001,52.40277777777778,0.3160714285714286,0.10694444444444445
Oxford Circus tube station,Tower Hill tube station,31.9,2,5473,5696,18.283333333333335,67.80952380952381,276.88888888888886,149.3138888888889,1.1301587301587301,0.3047222222222222
Oxford Circus tube station,Tufnell Park tube station,28.33,1,5930,5475,24.883333333333333,65.17857142857143,266.14583333333337,203.21388888888887,1.086309523809524,0.4147222222222222
Oxford Circus tube station,Vauxhall tube station,11.33,1,4272,4519,14.933333333333334,53.79761904761905,219.67361111111111,121.95555555555555,0.8966269841269842,0.24888888888888888
Oxford Circus tube station,Victoria tube station,11.48,1,2271,3903,16.366666666666667,46.464285714285715,189.72916666666669,133.66111111111113,0.7744047619047619,0.2727777777777778
Oxford Circus tube station,Warren Street tube station,10.58,1,1187,2625,8.85,31.250000000000004,127.60416666666667,72.27499999999999,0.5208333333333334,0.1475
Oxford Circus tube station,Warwick Avenue tube station,17.83,1,4213,4477,19.816666666666666,53.29761904761905,217.63194444444446,161.8361111111111,0.8882936507936509,0.3302777777777778
Oxford Circus tube station,Waterloo tube station,14.77,1,2805,3614,12.266666666666667,43.023809523809526,175.68055555555554,100.17777777777778,0.7170634920634921,0.20444444444444446
Oxford Circus tube station,West Brompton tube station,29.73,2,6754,6140,25.433333333333334,73.0952380952381,298.47222222222223,207.70555555555555,1.2182539682539684,0.42388888888888887
Oxford Circus tube station,West Hampstead tube station,25.8,1,6660,6875,31.866666666666667,81.8452380952381,334.2013888888889,260.2444444444444,1.3640873015873016,0.5311111111111111
Oxford Circus tube station,Westbourne Park tube station,30.57,2,5418,5707,24.933333333333334,67.94047619047619,277.4236111111111,203.62222222222223,1.1323412698412698,0.41555555555555557
Oxford Circus tube station,Westminster tube station,22.33,1,2741,2758,9.933333333333334,32.833333333333336,134.06944444444446,81.12222222222223,0.5472222222222223,0.16555555555555557
Paddington tube station,Parsons Green tube station,24.82,1,6407,6535,26.666666666666668,77.79761904761905,317.67361111111114,217.7777777777778,1.2966269841269842,0.4444444444444445
Paddington tube station,Piccadilly Circus tube station,17.48,1,4329,3854,16.833333333333332,45.88095238095239,187.34722222222223,137.47222222222223,0.7646825396825397,0.28055555555555556
Paddington tube station,Pimlico tube station,31.28,2,6953,6917,25.033333333333335,82.3452380952381,336.24305555555554,204.43888888888893,1.372420634920635,0.41722222222222227
Paddington tube station,Queen's Park tube station,17.0,1,3624,5298,19.233333333333334,63.07142857142858,257.5416666666667,157.07222222222225,1.0511904761904762,0.3205555555555556
Paddington tube station,Queensway tube station,13.72,1,1423,1260,5.683333333333334,15.000000000000002,61.250000000000014,46.41388888888889,0.25000000000000006,0.09472222222222222
Paddington tube station,Ravenscourt Park tube station,35.03,1,6880,5985,23.016666666666666,71.25,290.9375,187.96944444444443,1.1875,0.38361111111111107
Paddington tube station,Regent's Park tube station,17.35,1,2737,2896,14.25,34.47619047619048,140.7777777777778,116.375,0.5746031746031747,0.2375
Paddington tube station,Royal Oak tube station,12.25,1,1114,1514,5.9,18.023809523809526,73.59722222222223,48.18333333333334,0.30039682539682544,0.09833333333333334
